"","County","Year","Count_ExHeat_Days"
"3136","Beaufort",2018,18
"3137","Beaufort",2019,51
"3138","Beaufort",2020,26
"3139","Beaufort",2021,17
"3169","Beaufort",2008,42
"3170","Beaufort",2009,72
"3171","Beaufort",2010,76
"3172","Beaufort",2011,73
"3173","Beaufort",2012,43
"3174","Beaufort",2013,23
"3175","Beaufort",2014,45
"3176","Beaufort",2015,37
"3177","Beaufort",2016,38
"3178","Beaufort",2017,17
"3179","Beaufort",2018,22
"3180","Beaufort",2019,54
"3181","Beaufort",2020,31
"3182","Beaufort",2021,21
"3212","Bertie",2008,42
"3213","Bertie",2009,44
"3214","Bertie",2010,68
"3215","Bertie",2011,70
"3216","Bertie",2012,44
"3217","Bertie",2013,20
"3218","Bertie",2014,46
"3219","Bertie",2015,40
"3220","Bertie",2016,38
"3221","Bertie",2017,18
"3222","Bertie",2018,22
"3223","Bertie",2019,47
"3224","Bertie",2020,32
"3225","Bertie",2021,26
"3255","Bertie",2008,42
"3256","Bertie",2009,49
"3257","Bertie",2010,72
"3258","Bertie",2011,70
"3259","Bertie",2012,47
"3260","Bertie",2013,24
"3261","Bertie",2014,49
"3262","Bertie",2015,44
"3263","Bertie",2016,40
"3264","Bertie",2017,18
"3265","Bertie",2018,28
"3266","Bertie",2019,53
"3267","Bertie",2020,34
"3268","Bertie",2021,28
"3298","Bertie",2008,45
"3299","Bertie",2009,50
"3300","Bertie",2010,74
"3301","Bertie",2011,71
"3302","Bertie",2012,45
"3303","Bertie",2013,28
"3304","Bertie",2014,50
"3305","Bertie",2015,47
"3306","Bertie",2016,40
"3307","Bertie",2017,17
"3308","Bertie",2018,29
"3309","Bertie",2019,59
"3310","Bertie",2020,34
"3311","Bertie",2021,32
"3341","Bertie",2008,43
"3342","Bertie",2009,51
"3343","Bertie",2010,70
"3344","Bertie",2011,73
"3345","Bertie",2012,44
"3346","Bertie",2013,21
"3347","Bertie",2014,45
"3348","Bertie",2015,42
"3349","Bertie",2016,37
"3350","Bertie",2017,19
"3351","Bertie",2018,21
"3352","Bertie",2019,51
"3353","Bertie",2020,33
"3354","Bertie",2021,25
"3384","Bladen",2008,35
"3385","Bladen",2009,85
"3386","Bladen",2010,89
"3387","Bladen",2011,74
"3388","Bladen",2012,47
"3389","Bladen",2013,9
"3390","Bladen",2014,46
"3391","Bladen",2015,42
"3392","Bladen",2016,51
"3393","Bladen",2017,25
"3394","Bladen",2018,29
"3395","Bladen",2019,55
"3396","Bladen",2020,31
"3397","Bladen",2021,33
"3427","Bladen",2008,36
"3428","Bladen",2009,89
"3429","Bladen",2010,90
"3430","Bladen",2011,81
"3431","Bladen",2012,55
"3432","Bladen",2013,11
"3433","Bladen",2014,61
"3434","Bladen",2015,53
"3435","Bladen",2016,62
"3436","Bladen",2017,31
"3437","Bladen",2018,48
"3438","Bladen",2019,61
"3439","Bladen",2020,34
"3440","Bladen",2021,38
"3470","Bladen",2008,34
"3471","Bladen",2009,90
"3472","Bladen",2010,91
"3473","Bladen",2011,82
"3474","Bladen",2012,55
"3475","Bladen",2013,9
"3476","Bladen",2014,63
"3477","Bladen",2015,54
"3478","Bladen",2016,62
"3479","Bladen",2017,33
"3480","Bladen",2018,48
"3481","Bladen",2019,64
"3482","Bladen",2020,34
"3483","Bladen",2021,38
"3513","Bladen",2008,35
"3514","Bladen",2009,85
"3515","Bladen",2010,90
"3516","Bladen",2011,78
"3517","Bladen",2012,50
"3518","Bladen",2013,9
"3519","Bladen",2014,54
"3520","Bladen",2015,45
"3521","Bladen",2016,52
"3522","Bladen",2017,26
"3523","Bladen",2018,36
"3524","Bladen",2019,56
"3525","Bladen",2020,30
"3526","Bladen",2021,33
"3556","Bladen",2008,36
"3557","Bladen",2009,90
"3558","Bladen",2010,93
"3559","Bladen",2011,84
"3560","Bladen",2012,53
"3561","Bladen",2013,10
"3562","Bladen",2014,62
"3563","Bladen",2015,59
"3564","Bladen",2016,56
"3565","Bladen",2017,33
"3566","Bladen",2018,47
"3567","Bladen",2019,61
"3568","Bladen",2020,32
"3569","Bladen",2021,34
"3599","Bladen",2008,34
"3600","Bladen",2009,84
"3601","Bladen",2010,88
"3602","Bladen",2011,75
"3603","Bladen",2012,47
"3604","Bladen",2013,9
"3605","Bladen",2014,46
"3606","Bladen",2015,42
"3607","Bladen",2016,46
"3608","Bladen",2017,25
"3609","Bladen",2018,30
"3610","Bladen",2019,54
"3611","Bladen",2020,28
"3612","Bladen",2021,30
"3642","Brunswick",2008,25
"3643","Brunswick",2009,70
"3644","Brunswick",2010,69
"3645","Brunswick",2011,62
"3646","Brunswick",2012,34
"3647","Brunswick",2013,3
"3648","Brunswick",2014,30
"3649","Brunswick",2015,29
"3650","Brunswick",2016,31
"3651","Brunswick",2017,14
"3652","Brunswick",2018,12
"3653","Brunswick",2019,45
"3654","Brunswick",2020,20
"3655","Brunswick",2021,15
"3685","Brunswick",2008,25
"3686","Brunswick",2009,70
"3687","Brunswick",2010,69
"3688","Brunswick",2011,62
"3689","Brunswick",2012,34
"3690","Brunswick",2013,3
"3691","Brunswick",2014,30
"3692","Brunswick",2015,29
"3693","Brunswick",2016,31
"3694","Brunswick",2017,14
"3695","Brunswick",2018,12
"3696","Brunswick",2019,45
"3697","Brunswick",2020,20
"3698","Brunswick",2021,15
"3728","Brunswick",2008,17
"3729","Brunswick",2009,53
"3730","Brunswick",2010,51
"3731","Brunswick",2011,52
"3732","Brunswick",2012,30
"3733","Brunswick",2013,1
"3734","Brunswick",2014,16
"3735","Brunswick",2015,20
"3736","Brunswick",2016,27
"3737","Brunswick",2017,3
"3738","Brunswick",2018,8
"3739","Brunswick",2019,34
"3740","Brunswick",2020,7
"3741","Brunswick",2021,9
"3771","Brunswick",2008,13
"3772","Brunswick",2009,47
"3773","Brunswick",2010,38
"3774","Brunswick",2011,43
"3775","Brunswick",2012,25
"3776","Brunswick",2013,1
"3777","Brunswick",2014,14
"3778","Brunswick",2015,16
"3779","Brunswick",2016,22
"3780","Brunswick",2017,3
"3781","Brunswick",2018,5
"3782","Brunswick",2019,21
"3783","Brunswick",2020,4
"3784","Brunswick",2021,6
"3814","Brunswick",2008,11
"3815","Brunswick",2009,47
"3816","Brunswick",2010,35
"3817","Brunswick",2011,42
"3818","Brunswick",2012,25
"3819","Brunswick",2013,1
"3820","Brunswick",2014,10
"3821","Brunswick",2015,16
"3822","Brunswick",2016,20
"3823","Brunswick",2017,3
"3824","Brunswick",2018,4
"3825","Brunswick",2019,20
"3826","Brunswick",2020,4
"3827","Brunswick",2021,4
"3857","Brunswick",2008,7
"3858","Brunswick",2009,37
"3859","Brunswick",2010,23
"3860","Brunswick",2011,37
"3861","Brunswick",2012,23
"3862","Brunswick",2013,0
"3863","Brunswick",2014,4
"3864","Brunswick",2015,12
"3865","Brunswick",2016,18
"3866","Brunswick",2017,1
"3867","Brunswick",2018,2
"3868","Brunswick",2019,13
"3869","Brunswick",2020,1
"3870","Brunswick",2021,1
"3900","Brunswick",2008,18
"3901","Brunswick",2009,53
"3902","Brunswick",2010,51
"3903","Brunswick",2011,52
"3904","Brunswick",2012,30
"3905","Brunswick",2013,1
"3906","Brunswick",2014,14
"3907","Brunswick",2015,20
"3908","Brunswick",2016,27
"3909","Brunswick",2017,4
"3910","Brunswick",2018,8
"3911","Brunswick",2019,33
"3912","Brunswick",2020,7
"3913","Brunswick",2021,9
"3943","Brunswick",2008,18
"3944","Brunswick",2009,53
"3945","Brunswick",2010,51
"3946","Brunswick",2011,52
"3947","Brunswick",2012,31
"3948","Brunswick",2013,2
"3949","Brunswick",2014,11
"3950","Brunswick",2015,20
"3951","Brunswick",2016,28
"3952","Brunswick",2017,6
"3953","Brunswick",2018,8
"3954","Brunswick",2019,33
"3955","Brunswick",2020,7
"3956","Brunswick",2021,11
"3986","Brunswick",2008,3
"3987","Brunswick",2009,15
"3988","Brunswick",2010,8
"3989","Brunswick",2011,20
"3990","Brunswick",2012,18
"3991","Brunswick",2013,0
"3992","Brunswick",2014,0
"3993","Brunswick",2015,2
"3994","Brunswick",2016,3
"3995","Brunswick",2017,0
"3996","Brunswick",2018,0
"3997","Brunswick",2019,4
"3998","Brunswick",2020,0
"3999","Brunswick",2021,0
"4029","Brunswick",2008,6
"4030","Brunswick",2009,26
"4031","Brunswick",2010,18
"4032","Brunswick",2011,28
"4033","Brunswick",2012,22
"4034","Brunswick",2013,0
"4035","Brunswick",2014,2
"4036","Brunswick",2015,11
"4037","Brunswick",2016,10
"4038","Brunswick",2017,0
"4039","Brunswick",2018,0
"4040","Brunswick",2019,8
"4041","Brunswick",2020,1
"4042","Brunswick",2021,1
"4072","Brunswick",2008,6
"4073","Brunswick",2009,26
"4074","Brunswick",2010,18
"4075","Brunswick",2011,28
"4076","Brunswick",2012,22
"4077","Brunswick",2013,0
"4078","Brunswick",2014,2
"4079","Brunswick",2015,11
"4080","Brunswick",2016,10
"4081","Brunswick",2017,0
"4082","Brunswick",2018,0
"4083","Brunswick",2019,8
"4084","Brunswick",2020,1
"4085","Brunswick",2021,1
"4115","Brunswick",2008,7
"4116","Brunswick",2009,33
"4117","Brunswick",2010,21
"4118","Brunswick",2011,34
"4119","Brunswick",2012,23
"4120","Brunswick",2013,0
"4121","Brunswick",2014,2
"4122","Brunswick",2015,12
"4123","Brunswick",2016,17
"4124","Brunswick",2017,1
"4125","Brunswick",2018,1
"4126","Brunswick",2019,13
"4127","Brunswick",2020,1
"4128","Brunswick",2021,1
"4158","Brunswick",2008,10
"4159","Brunswick",2009,48
"4160","Brunswick",2010,29
"4161","Brunswick",2011,42
"4162","Brunswick",2012,23
"4163","Brunswick",2013,1
"4164","Brunswick",2014,3
"4165","Brunswick",2015,16
"4166","Brunswick",2016,21
"4167","Brunswick",2017,2
"4168","Brunswick",2018,4
"4169","Brunswick",2019,20
"4170","Brunswick",2020,4
"4171","Brunswick",2021,2
"4201","Brunswick",2008,3
"4202","Brunswick",2009,15
"4203","Brunswick",2010,8
"4204","Brunswick",2011,20
"4205","Brunswick",2012,18
"4206","Brunswick",2013,0
"4207","Brunswick",2014,0
"4208","Brunswick",2015,2
"4209","Brunswick",2016,3
"4210","Brunswick",2017,0
"4211","Brunswick",2018,0
"4212","Brunswick",2019,4
"4213","Brunswick",2020,0
"4214","Brunswick",2021,0
"4244","Brunswick",2008,3
"4245","Brunswick",2009,23
"4246","Brunswick",2010,11
"4247","Brunswick",2011,26
"4248","Brunswick",2012,20
"4249","Brunswick",2013,0
"4250","Brunswick",2014,1
"4251","Brunswick",2015,7
"4252","Brunswick",2016,7
"4253","Brunswick",2017,0
"4254","Brunswick",2018,0
"4255","Brunswick",2019,6
"4256","Brunswick",2020,0
"4257","Brunswick",2021,0
"4287","Brunswick",2008,6
"4288","Brunswick",2009,26
"4289","Brunswick",2010,18
"4290","Brunswick",2011,28
"4291","Brunswick",2012,22
"4292","Brunswick",2013,0
"4293","Brunswick",2014,2
"4294","Brunswick",2015,11
"4295","Brunswick",2016,10
"4296","Brunswick",2017,0
"4297","Brunswick",2018,0
"4298","Brunswick",2019,8
"4299","Brunswick",2020,1
"4300","Brunswick",2021,1
"4330","Brunswick",2008,0
"4331","Brunswick",2009,10
"4332","Brunswick",2010,4
"4333","Brunswick",2011,8
"4334","Brunswick",2012,9
"4335","Brunswick",2013,0
"4336","Brunswick",2014,0
"4337","Brunswick",2015,1
"4338","Brunswick",2016,1
"4339","Brunswick",2017,0
"4340","Brunswick",2018,0
"4341","Brunswick",2019,2
"4342","Brunswick",2020,0
"4343","Brunswick",2021,0
"4373","Brunswick",2008,0
"4374","Brunswick",2009,10
"4375","Brunswick",2010,4
"4376","Brunswick",2011,8
"4377","Brunswick",2012,9
"4378","Brunswick",2013,0
"4379","Brunswick",2014,0
"4380","Brunswick",2015,1
"4381","Brunswick",2016,1
"4382","Brunswick",2017,0
"4383","Brunswick",2018,0
"4384","Brunswick",2019,2
"4385","Brunswick",2020,0
"4386","Brunswick",2021,0
"4416","Brunswick",2008,0
"4417","Brunswick",2009,10
"4418","Brunswick",2010,4
"4419","Brunswick",2011,8
"4420","Brunswick",2012,9
"4421","Brunswick",2013,0
"4422","Brunswick",2014,0
"4423","Brunswick",2015,1
"4424","Brunswick",2016,1
"4425","Brunswick",2017,0
"4426","Brunswick",2018,0
"4427","Brunswick",2019,2
"4428","Brunswick",2020,0
"4429","Brunswick",2021,0
"4459","Brunswick",2008,1
"4460","Brunswick",2009,14
"4461","Brunswick",2010,6
"4462","Brunswick",2011,13
"4463","Brunswick",2012,15
"4464","Brunswick",2013,0
"4465","Brunswick",2014,0
"4466","Brunswick",2015,2
"4467","Brunswick",2016,1
"4468","Brunswick",2017,0
"4469","Brunswick",2018,0
"4470","Brunswick",2019,4
"4471","Brunswick",2020,0
"4472","Brunswick",2021,0
"4502","Brunswick",2008,9
"4503","Brunswick",2009,51
"4504","Brunswick",2010,39
"4505","Brunswick",2011,48
"4506","Brunswick",2012,24
"4507","Brunswick",2013,1
"4508","Brunswick",2014,14
"4509","Brunswick",2015,20
"4510","Brunswick",2016,23
"4511","Brunswick",2017,4
"4512","Brunswick",2018,8
"4513","Brunswick",2019,21
"4514","Brunswick",2020,4
"4515","Brunswick",2021,3
"4545","Brunswick",2008,9
"4546","Brunswick",2009,49
"4547","Brunswick",2010,34
"4548","Brunswick",2011,45
"4549","Brunswick",2012,24
"4550","Brunswick",2013,1
"4551","Brunswick",2014,14
"4552","Brunswick",2015,17
"4553","Brunswick",2016,23
"4554","Brunswick",2017,3
"4555","Brunswick",2018,8
"4556","Brunswick",2019,18
"4557","Brunswick",2020,3
"4558","Brunswick",2021,3
"4588","Brunswick",2008,3
"4589","Brunswick",2009,21
"4590","Brunswick",2010,13
"4591","Brunswick",2011,23
"4592","Brunswick",2012,19
"4593","Brunswick",2013,0
"4594","Brunswick",2014,2
"4595","Brunswick",2015,7
"4596","Brunswick",2016,7
"4597","Brunswick",2017,0
"4598","Brunswick",2018,0
"4599","Brunswick",2019,5
"4600","Brunswick",2020,0
"4601","Brunswick",2021,0
"4631","Brunswick",2008,9
"4632","Brunswick",2009,51
"4633","Brunswick",2010,39
"4634","Brunswick",2011,48
"4635","Brunswick",2012,24
"4636","Brunswick",2013,1
"4637","Brunswick",2014,14
"4638","Brunswick",2015,20
"4639","Brunswick",2016,23
"4640","Brunswick",2017,4
"4641","Brunswick",2018,8
"4642","Brunswick",2019,21
"4643","Brunswick",2020,4
"4644","Brunswick",2021,3
"4674","Brunswick",2008,6
"4675","Brunswick",2009,32
"4676","Brunswick",2010,27
"4677","Brunswick",2011,32
"4678","Brunswick",2012,20
"4679","Brunswick",2013,0
"4680","Brunswick",2014,6
"4681","Brunswick",2015,12
"4682","Brunswick",2016,18
"4683","Brunswick",2017,1
"4684","Brunswick",2018,3
"4685","Brunswick",2019,9
"4686","Brunswick",2020,1
"4687","Brunswick",2021,1
"4717","Brunswick",2008,8
"4718","Brunswick",2009,45
"4719","Brunswick",2010,34
"4720","Brunswick",2011,44
"4721","Brunswick",2012,23
"4722","Brunswick",2013,1
"4723","Brunswick",2014,14
"4724","Brunswick",2015,17
"4725","Brunswick",2016,21
"4726","Brunswick",2017,3
"4727","Brunswick",2018,8
"4728","Brunswick",2019,15
"4729","Brunswick",2020,3
"4730","Brunswick",2021,2
"4760","Brunswick",2008,3
"4761","Brunswick",2009,21
"4762","Brunswick",2010,13
"4763","Brunswick",2011,23
"4764","Brunswick",2012,19
"4765","Brunswick",2013,0
"4766","Brunswick",2014,2
"4767","Brunswick",2015,7
"4768","Brunswick",2016,7
"4769","Brunswick",2017,0
"4770","Brunswick",2018,0
"4771","Brunswick",2019,5
"4772","Brunswick",2020,0
"4773","Brunswick",2021,0
"4803","Brunswick",2008,3
"4804","Brunswick",2009,21
"4805","Brunswick",2010,13
"4806","Brunswick",2011,23
"4807","Brunswick",2012,19
"4808","Brunswick",2013,0
"4809","Brunswick",2014,2
"4810","Brunswick",2015,7
"4811","Brunswick",2016,7
"4812","Brunswick",2017,0
"4813","Brunswick",2018,0
"4814","Brunswick",2019,5
"4815","Brunswick",2020,0
"4816","Brunswick",2021,0
"4846","Brunswick",2008,3
"4847","Brunswick",2009,17
"4848","Brunswick",2010,12
"4849","Brunswick",2011,23
"4850","Brunswick",2012,18
"4851","Brunswick",2013,0
"4852","Brunswick",2014,2
"4853","Brunswick",2015,5
"4854","Brunswick",2016,5
"4855","Brunswick",2017,0
"4856","Brunswick",2018,0
"4857","Brunswick",2019,4
"4858","Brunswick",2020,0
"4859","Brunswick",2021,0
"4889","Brunswick",2008,16
"4890","Brunswick",2009,56
"4891","Brunswick",2010,55
"4892","Brunswick",2011,55
"4893","Brunswick",2012,30
"4894","Brunswick",2013,1
"4895","Brunswick",2014,23
"4896","Brunswick",2015,26
"4897","Brunswick",2016,27
"4898","Brunswick",2017,8
"4899","Brunswick",2018,9
"4900","Brunswick",2019,33
"4901","Brunswick",2020,7
"4902","Brunswick",2021,9
"4932","Brunswick",2008,27
"4933","Brunswick",2009,73
"4934","Brunswick",2010,72
"4935","Brunswick",2011,60
"4936","Brunswick",2012,35
"4937","Brunswick",2013,3
"4938","Brunswick",2014,25
"4939","Brunswick",2015,30
"4940","Brunswick",2016,35
"4941","Brunswick",2017,13
"4942","Brunswick",2018,13
"4943","Brunswick",2019,46
"4944","Brunswick",2020,21
"4945","Brunswick",2021,15
"4975","Brunswick",2008,17
"4976","Brunswick",2009,53
"4977","Brunswick",2010,41
"4978","Brunswick",2011,52
"4979","Brunswick",2012,28
"4980","Brunswick",2013,1
"4981","Brunswick",2014,9
"4982","Brunswick",2015,19
"4983","Brunswick",2016,27
"4984","Brunswick",2017,3
"4985","Brunswick",2018,8
"4986","Brunswick",2019,32
"4987","Brunswick",2020,5
"4988","Brunswick",2021,9
"5018","Brunswick",2008,0
"5019","Brunswick",2009,1
"5020","Brunswick",2010,0
"5021","Brunswick",2011,1
"5022","Brunswick",2012,0
"5023","Brunswick",2013,0
"5024","Brunswick",2014,0
"5025","Brunswick",2015,0
"5026","Brunswick",2016,0
"5027","Brunswick",2017,0
"5028","Brunswick",2018,0
"5029","Brunswick",2019,0
"5030","Brunswick",2020,0
"5031","Brunswick",2021,0
"5061","Buncombe",2008,1
"5062","Buncombe",2009,0
"5063","Buncombe",2010,0
"5064","Buncombe",2011,0
"5065","Buncombe",2012,2
"5066","Buncombe",2013,0
"5067","Buncombe",2014,0
"5068","Buncombe",2015,0
"5069","Buncombe",2016,0
"5070","Buncombe",2017,0
"5071","Buncombe",2018,0
"5072","Buncombe",2019,0
"5073","Buncombe",2020,0
"5074","Buncombe",2021,0
"5104","Buncombe",2008,1
"5105","Buncombe",2009,0
"5106","Buncombe",2010,0
"5107","Buncombe",2011,0
"5108","Buncombe",2012,2
"5109","Buncombe",2013,0
"5110","Buncombe",2014,0
"5111","Buncombe",2015,0
"5112","Buncombe",2016,0
"5113","Buncombe",2017,0
"5114","Buncombe",2018,0
"5115","Buncombe",2019,0
"5116","Buncombe",2020,0
"5117","Buncombe",2021,0
"5147","Buncombe",2008,1
"5148","Buncombe",2009,0
"5149","Buncombe",2010,0
"5150","Buncombe",2011,0
"5151","Buncombe",2012,2
"5152","Buncombe",2013,0
"5153","Buncombe",2014,0
"5154","Buncombe",2015,0
"5155","Buncombe",2016,0
"5156","Buncombe",2017,0
"5157","Buncombe",2018,0
"5158","Buncombe",2019,0
"5159","Buncombe",2020,0
"5160","Buncombe",2021,0
"5190","Buncombe",2008,1
"5191","Buncombe",2009,0
"5192","Buncombe",2010,0
"5193","Buncombe",2011,0
"5194","Buncombe",2012,2
"5195","Buncombe",2013,0
"5196","Buncombe",2014,0
"5197","Buncombe",2015,0
"5198","Buncombe",2016,0
"5199","Buncombe",2017,0
"5200","Buncombe",2018,0
"5201","Buncombe",2019,0
"5202","Buncombe",2020,0
"5203","Buncombe",2021,0
"5233","Buncombe",2008,1
"5234","Buncombe",2009,0
"5235","Buncombe",2010,0
"5236","Buncombe",2011,0
"5237","Buncombe",2012,2
"5238","Buncombe",2013,0
"5239","Buncombe",2014,0
"5240","Buncombe",2015,0
"5241","Buncombe",2016,0
"5242","Buncombe",2017,0
"5243","Buncombe",2018,0
"5244","Buncombe",2019,0
"5245","Buncombe",2020,0
"5246","Buncombe",2021,0
"5276","Buncombe",2008,1
"5277","Buncombe",2009,0
"5278","Buncombe",2010,0
"5279","Buncombe",2011,0
"5280","Buncombe",2012,2
"5281","Buncombe",2013,0
"5282","Buncombe",2014,0
"5283","Buncombe",2015,0
"5284","Buncombe",2016,0
"5285","Buncombe",2017,0
"5286","Buncombe",2018,0
"5287","Buncombe",2019,0
"5288","Buncombe",2020,0
"5289","Buncombe",2021,0
"5319","Buncombe",2008,1
"5320","Buncombe",2009,0
"5321","Buncombe",2010,0
"5322","Buncombe",2011,0
"5323","Buncombe",2012,2
"5324","Buncombe",2013,0
"5325","Buncombe",2014,0
"5326","Buncombe",2015,0
"5327","Buncombe",2016,0
"5328","Buncombe",2017,0
"5329","Buncombe",2018,0
"5330","Buncombe",2019,0
"5331","Buncombe",2020,0
"5332","Buncombe",2021,0
"5362","Buncombe",2008,1
"5363","Buncombe",2009,0
"5364","Buncombe",2010,0
"5365","Buncombe",2011,0
"5366","Buncombe",2012,2
"5367","Buncombe",2013,0
"5368","Buncombe",2014,0
"5369","Buncombe",2015,0
"5370","Buncombe",2016,0
"5371","Buncombe",2017,0
"5372","Buncombe",2018,0
"5373","Buncombe",2019,0
"5374","Buncombe",2020,0
"5375","Buncombe",2021,0
"5405","Buncombe",2008,1
"5406","Buncombe",2009,0
"5407","Buncombe",2010,0
"5408","Buncombe",2011,0
"5409","Buncombe",2012,2
"5410","Buncombe",2013,0
"5411","Buncombe",2014,0
"5412","Buncombe",2015,0
"5413","Buncombe",2016,0
"5414","Buncombe",2017,0
"5415","Buncombe",2018,0
"5416","Buncombe",2019,0
"5417","Buncombe",2020,0
"5418","Buncombe",2021,0
"5448","Buncombe",2008,1
"5449","Buncombe",2009,0
"5450","Buncombe",2010,0
"5451","Buncombe",2011,0
"5452","Buncombe",2012,2
"5453","Buncombe",2013,0
"5454","Buncombe",2014,0
"5455","Buncombe",2015,0
"5456","Buncombe",2016,0
"5457","Buncombe",2017,0
"5458","Buncombe",2018,0
"5459","Buncombe",2019,0
"5460","Buncombe",2020,0
"5461","Buncombe",2021,0
"5491","Buncombe",2008,1
"5492","Buncombe",2009,0
"5493","Buncombe",2010,0
"5494","Buncombe",2011,0
"5495","Buncombe",2012,2
"5496","Buncombe",2013,0
"5497","Buncombe",2014,0
"5498","Buncombe",2015,0
