"","State","County","Date","Avg_Monthly_Temp"
"126","North Carolina","Durham","May 2004",81.5129032258065
"127","North Carolina","Durham","June 2004",83.4766666666667
"128","North Carolina","Durham","July 2004",86.9225806451613
"129","North Carolina","Durham","August 2004",83.1774193548387
"130","North Carolina","Durham","September 2004",78.9333333333333
"131","North Carolina","Durham","May 2005",73.4258064516129
"132","North Carolina","Durham","June 2005",83.47
"133","North Carolina","Durham","July 2005",90.3677419354839
"134","North Carolina","Durham","August 2005",88.941935483871
"135","North Carolina","Durham","September 2005",86.4033333333333
"136","North Carolina","Durham","May 2006",76.5806451612903
"137","North Carolina","Durham","June 2006",83.6733333333333
"138","North Carolina","Durham","July 2006",89.6322580645161
"139","North Carolina","Durham","August 2006",89.9838709677419
"140","North Carolina","Durham","September 2006",78.86
"141","North Carolina","Durham","May 2007",77.1741935483871
"142","North Carolina","Durham","June 2007",86.2633333333333
"143","North Carolina","Durham","July 2007",89.2774193548387
"144","North Carolina","Durham","August 2007",97.0322580645161
"145","North Carolina","Durham","September 2007",88.4233333333333
"146","North Carolina","Durham","May 2008",76.1903225806452
"147","North Carolina","Durham","June 2008",90.3233333333333
"148","North Carolina","Durham","July 2008",89.3225806451613
"149","North Carolina","Durham","August 2008",88.6064516129032
"150","North Carolina","Durham","September 2008",80.9033333333333
"151","North Carolina","Durham","May 2009",78.0387096774194
"152","North Carolina","Durham","June 2009",88.4533333333333
"153","North Carolina","Durham","July 2009",90.141935483871
"154","North Carolina","Durham","August 2009",91.6161290322581
"155","North Carolina","Durham","September 2009",82.68
"156","North Carolina","Durham","May 2010",80.3612903225806
"157","North Carolina","Durham","June 2010",90.49
"158","North Carolina","Durham","July 2010",92.5806451612903
"159","North Carolina","Durham","August 2010",91.4225806451613
"160","North Carolina","Durham","September 2010",88.5066666666667
"161","North Carolina","Durham","May 2011",80.5322580645161
"162","North Carolina","Durham","June 2011",93.1
"163","North Carolina","Durham","July 2011",96.458064516129
"164","North Carolina","Durham","August 2011",93.6935483870968
"165","North Carolina","Durham","September 2011",82.95
"166","North Carolina","Durham","May 2012",82.2903225806452
"167","North Carolina","Durham","June 2012",87.94
"168","North Carolina","Durham","July 2012",96.3322580645161
"169","North Carolina","Durham","August 2012",91.2645161290323
"170","North Carolina","Durham","September 2012",82.7033333333333
"171","North Carolina","Durham","May 2013",76.8645161290323
"172","North Carolina","Durham","June 2013",85.76
"173","North Carolina","Durham","July 2013",87.6322580645161
"174","North Carolina","Durham","August 2013",85.4741935483871
"175","North Carolina","Durham","September 2013",82.3066666666667
"176","North Carolina","Durham","May 2014",81.4193548387097
"177","North Carolina","Durham","June 2014",89.2166666666667
"178","North Carolina","Durham","July 2014",90.1225806451613
"179","North Carolina","Durham","August 2014",90.2903225806452
"180","North Carolina","Durham","September 2014",83.77
"181","North Carolina","Durham","May 2015",80.2967741935484
"182","North Carolina","Durham","June 2015",88.97
"183","North Carolina","Durham","July 2015",91.041935483871
"184","North Carolina","Durham","August 2015",89.7483870967742
"185","North Carolina","Durham","September 2015",84.6333333333333
"186","North Carolina","Durham","May 2016",76.1741935483871
"187","North Carolina","Durham","June 2016",86.5566666666667
"188","North Carolina","Durham","July 2016",92.1096774193548
"189","North Carolina","Durham","August 2016",89.8838709677419
"190","North Carolina","Durham","September 2016",84.8866666666667
"191","North Carolina","Durham","May 2017",78.9612903225807
"192","North Carolina","Durham","June 2017",85.6866666666667
"193","North Carolina","Durham","July 2017",91.1741935483871
"194","North Carolina","Durham","August 2017",87.5451612903226
"195","North Carolina","Durham","September 2017",83.8833333333333
"196","North Carolina","Durham","May 2018",83.241935483871
"197","North Carolina","Durham","June 2018",89.02
"198","North Carolina","Durham","July 2018",90.2
"199","North Carolina","Durham","August 2018",88.8225806451613
"200","North Carolina","Durham","September 2018",85.55
"201","North Carolina","Durham","May 2019",83.0290322580645
"202","North Carolina","Durham","June 2019",85.0966666666667
"203","North Carolina","Durham","July 2019",90.4258064516129
"204","North Carolina","Durham","August 2019",88.358064516129
"205","North Carolina","Durham","September 2019",88.31
"206","North Carolina","Durham","May 2020",73.1612903225806
"207","North Carolina","Durham","June 2020",83.85
"208","North Carolina","Durham","July 2020",91.4290322580645
"209","North Carolina","Durham","August 2020",87.8967741935484
"210","North Carolina","Durham","September 2020",79.8
"211","North Carolina","Durham","May 2021",75.8483870967742
"212","North Carolina","Durham","June 2021",85.0433333333333
"213","North Carolina","Durham","July 2021",89.058064516129
"214","North Carolina","Durham","August 2021",89.8774193548387
"215","North Carolina","Durham","September 2021",83.0766666666667
