"","CountyFIPS","County","Year","annual_asthma_ED_visits"
"1312",37187,"Washington",2017,"98"
"1313",37187,"Washington",2018,"117"
"1314",37187,"Washington",2019,"77"
"1315",37187,"Washington",2020,"53"
"1316",37187,"Washington",2021,"24"
"1317",37189,"Watauga",2008,"88"
"1318",37189,"Watauga",2009,"94"
"1319",37189,"Watauga",2010,"78"
"1320",37189,"Watauga",2011,"94"
"1321",37189,"Watauga",2012,"109"
"1322",37189,"Watauga",2013,"107"
"1323",37189,"Watauga",2014,"80"
"1324",37189,"Watauga",2015,"83"
"1325",37189,"Watauga",2016,"115"
"1326",37189,"Watauga",2017,"224"
"1327",37189,"Watauga",2018,"302"
"1328",37189,"Watauga",2019,"240"
"1329",37189,"Watauga",2020,"211"
"1330",37189,"Watauga",2021,"218"
"1331",37191,"Wayne",2008,"412"
"1332",37191,"Wayne",2009,"317"
"1333",37191,"Wayne",2010,"191"
"1334",37191,"Wayne",2011,"195"
"1335",37191,"Wayne",2012,"987"
"1336",37191,"Wayne",2013,"1,178"
"1337",37191,"Wayne",2014,"1,160"
"1338",37191,"Wayne",2015,"1,432"
"1339",37191,"Wayne",2016,"875"
"1340",37191,"Wayne",2017,"782"
"1341",37191,"Wayne",2018,"829"
"1342",37191,"Wayne",2019,"1,119"
"1343",37191,"Wayne",2020,"962"
"1344",37191,"Wayne",2021,"527"
"1345",37193,"Wilkes",2008,"303"
"1346",37193,"Wilkes",2009,"224"
"1347",37193,"Wilkes",2010,"248"
"1348",37193,"Wilkes",2011,"272"
"1349",37193,"Wilkes",2012,"310"
"1350",37193,"Wilkes",2013,"301"
"1351",37193,"Wilkes",2014,"320"
"1352",37193,"Wilkes",2015,"317"
"1353",37193,"Wilkes",2016,"809"
"1354",37193,"Wilkes",2017,"670"
"1355",37193,"Wilkes",2018,"208"
"1356",37193,"Wilkes",2019,"212"
"1357",37193,"Wilkes",2020,"137"
"1358",37193,"Wilkes",2021,"108"
"1359",37195,"Wilson",2008,"847"
"1360",37195,"Wilson",2009,"1,010"
"1361",37195,"Wilson",2010,"927"
"1362",37195,"Wilson",2011,"814"
"1363",37195,"Wilson",2012,"654"
"1364",37195,"Wilson",2013,"966"
"1365",37195,"Wilson",2014,"732"
"1366",37195,"Wilson",2015,"772"
"1367",37195,"Wilson",2016,"609"
"1368",37195,"Wilson",2017,"626"
"1369",37195,"Wilson",2018,"666"
"1370",37195,"Wilson",2019,"680"
"1371",37195,"Wilson",2020,"533"
"1372",37195,"Wilson",2021,"490"
"1373",37197,"Yadkin",2008,"96"
"1374",37197,"Yadkin",2009,"66"
"1375",37197,"Yadkin",2010,"66"
"1376",37197,"Yadkin",2011,"66"
"1377",37197,"Yadkin",2012,"88"
"1378",37197,"Yadkin",2013,"64"
"1379",37197,"Yadkin",2014,"81"
"1380",37197,"Yadkin",2015,"97"
"1381",37197,"Yadkin",2016,"89"
"1382",37197,"Yadkin",2017,"77"
"1383",37197,"Yadkin",2018,"75"
"1384",37197,"Yadkin",2019,"80"
"1385",37197,"Yadkin",2020,"37"
"1386",37197,"Yadkin",2021,"51"
"1387",37199,"Yancey",2008,"46"
"1388",37199,"Yancey",2009,"63"
"1389",37199,"Yancey",2010,"43"
"1390",37199,"Yancey",2011,"45"
"1391",37199,"Yancey",2012,"56"
"1392",37199,"Yancey",2013,"37"
"1393",37199,"Yancey",2014,"67"
"1394",37199,"Yancey",2015,"54"
"1395",37199,"Yancey",2016,"45"
"1396",37199,"Yancey",2017,"84"
"1397",37199,"Yancey",2018,"155"
"1398",37199,"Yancey",2019,"90"
"1399",37199,"Yancey",2020,"94"
"1400",37199,"Yancey",2021,"123"
